"DIOGENES_FOOD_CODE","COUNTRY_FOOD_CODE","FOODNAME","ENGLISH_TRANS","DIOGENES_FOOD_GRP","CHO_100G.","GI_VAL","GL","GI_CAT","SOURCE_1","SOURCE_2","COMMENT","COUNTRY"
9393,"N/A","KRAFT. Daim. 28g","Chocolate with caramel",9.1,60,54,32,"3","1",NA,"Mean of two studies: Chocolate, milk, plain and Mars bar. Chocolate, milk, plain is based on mean of four studies: 3* Chocolate milk and Chocolate milk plain with sucrose. Mars bar is based on mean 2*Mars bar.","DANISH"
9394,"N/A","KRAFT. Biscuit. Chocolate. 38g","Bisquit, chocolate",5.2,71.2,52,37,"3","1",NA,"Cookies. Prince fourr<e9> chocolat (LU, France). Mean of two studies.","DANISH"
9395,"N/A","KRAFT. Biscuit. Marabou 38g","Bisquit, chocolate",5.2,65.6,52,34,"3","1",NA,"Cookies. Prince fourr<e9> chocolat (LU, France). Mean of two studies.","DANISH"
9396,"N/A","GAMBA. Fiskefars torsk. 400g","fish pudding, raw",27.4,0.3,70,0,"5","",NA,"","DANISH"
9397,"N/A","MAIZENA. Majsstivelse. l<f8>sv<e6>gt","corn starch",3.1,88.3,70,62,"5","",NA,"","DANISH"
9398,"N/A","DANISCO. Brun Farin. vej selv","sugar, brown",7.1,95.5,68,65,"3","1",NA,"Sucrose. Mean of ten studies.","DANISH"
9399,"N/A","MALACO. KICK. lakridsstang. 19g","liquorice",8.1,76,78,59,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9400,"N/A","MALACO. L<e4>kerol. Original","Pastilles, sugar added, unspecified",8.1,48,78,37,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9401,"N/A","MALACO. L<e4>kerol. Salmiak","Pastilles, sugar added, unspecified",8.1,53,78,41,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9402,"N/A","MALACO. L<e4>kerol. Salvi","Pastilles, sugar added, unspecified",8.1,47,78,37,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9403,"N/A","MALACO. Lakerol. Cactus","Pastilles, sugar added, unspecified",8.1,48,78,37,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9404,"N/A","MALACO. Lakrisal. 25g","Pastilles, sugar added, unspecified",8.1,87,78,68,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9405,"N/A","MALACO. Franska Saltpastiller. 80g","Pastilles, sugar added, unspecified",8.1,83,78,65,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9406,"N/A","MALACO. Skumkantarell. Svampe. 60g","marsh mellows",8.1,84,78,66,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9407,"N/A","MALACO. Brio. Fl<f8>tekaramel. 80g","toffees, mixed",8.1,86,78,67,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9408,"N/A","MALACO. Karamelstang. chokolade. 14g","toffees, with chocolate",8.1,67,78,52,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9409,"N/A","MALACO. Karamelstang. Lakrids. 14g","toffees, with liquorice",8.1,67,78,52,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9410,"N/A","MALACO. Karamelruller. 30g","toffees",8.1,82,78,64,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9411,"N/A","MALACO. Jordb<e6>rruller. 31g","toffees",8.1,82,78,64,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9412,"N/A","MALACO. Saltlakrids ruller. 33g","liquorice",8.1,82,78,64,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9413,"N/A","MALACO. Lakridsruller. 29g","liquorice",8.1,82,78,64,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9414,"N/A","MALACO. Fl<f8>detabletter. 65g","toffees",8.1,85,78,66,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9415,"N/A","MALACO. Spejderhagl. 80g","sweets",8.1,93,78,73,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9416,"N/A","MALACO. Schweizerdrops. 70g","sweets",8.1,85,78,66,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9417,"N/A","TOMS. Gajol. Hvid. Mint","Pastilles, sugar added, unspecified",8.1,81,78,63,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9418,"N/A","TOMS. Gajol. R<f8>d. Original","Pastilles, sugar added, unspecified",8.1,40,78,31,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9419,"N/A","TOMS. Gajol. Bl<e5>. Original. 24g","Pastilles, sugar added, unspecified",8.1,58,78,45,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9420,"N/A","TOMS. Gajol. Gul. Propolis","Pastilles, sugar added, unspecified",8.1,39,78,30,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9421,"N/A","TOMS. Gajol. Lilla. Bergamotte","Pastilles, sugar added, unspecified",8.1,57,78,44,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9422,"N/A","TOMS. Gajol. Solb<e6>r","Pastilles, sugar added, unspecified",8.1,38,78,30,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9423,"N/A","EUROGRAN. Chokodrik. 50g. m<e6>lk","Chocolate drink w/milk",31.4,83,42,35,"2","1",NA,"Mean of Chocolate, dissolved in 1,5% fat milk, and chocolate dissolved in 3,5% fat milk. ","DANISH"
9424,"N/A","EUROGRAN. Chokoladedrik 25g til vand","Chocolate drink w/water",20.2,74,52,38,"2","1",NA,"Mean of Quik, chocolate dissolved in water and complete hot chocolate mix made with hot water","DANISH"
9425,"N/A","ARLA. fetaost. 50+. Apetina","Cheese, feta, 50+",30.3,1,34,0,"2","2",NA,"Milk, whole pasteurised, fresh, organic","DANISH"
9426,"N/A","ARLA. Minim<e6>lk. 1000g","Milk, skimmed, 0,5%",29.1,4.7,48,2,"3","2",NA,"Based on milk, skimmed, pasteurised, British","DANISH"
9427,"N/A","Arla. Gaio. Mandarin & Guava","yoghurt, with fruit",31.1,13,30,4,"3","2",NA,"Yoghurt, tropical fruit. Mean of four studies: Guava and passionfruit, Pineapple, Mango and Peach and apricot.","DANISH"
9429,"N/A","Salat. Romainesalat. l<f8>s v<e6>gt. IHE","lettuce, romaine",15.1,1.7,45,1,"4","",NA,"","DANISH"
9430,"N/A","Chips. kartoffel. forbudt","potato crisps  ",32.2,43.2,54,23,"2","1",NA,"French fries, frozen, reheated in microvawe","DANISH"
9431,"N/A","Vingummi. l<f8>sv<e6>gt. forbudt","fruit grums",8.1,78.6,78,61,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9432,"N/A","Gulerod. 63g/stk. forbudt","carrots",15.1,6,47,3,"2","1","5","Carrots. Mean of four studies; Carrots raw, 3*Carrots peeled boiled and Carrots NS.","DANISH"
9433,"N/A","FRISKO. Kung Fu. 50g","Limonadeice",8.1,18,66,12,"2","1",NA,"","DANISH"
9435,"N/A","Polar is. K<e6>mpe Kondi","Limonadeice",8.1,21.8,66,14,"2","1",NA,"","DANISH"
9436,"N/A","MAIZENA. Quickboller. 1/2 pakning. 250 gram","bread, white, rolls",1.1,70,78,55,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
9437,"N/A","Bolle. Grov. 65g. forbudt","bread, white, rolls, coarse grain",1.1,51.1,71,36,"3","1",NA,"Based on mean of Whole-meal (whole-wheat) wheat-flour bread. Mean of 13 studies with whole-meal flour.","DANISH"
9438,"N/A","MAIZENA. Grovboller. 500g","bread, white, rolls, coarse grain",1.1,70,71,50,"3","1",NA,"Based on mean of Whole-meal (whole-wheat) wheat-flour bread. Mean of 13 studies with whole-meal flour.","DANISH"
9439,"N/A","MAIZENA. Grovboller +47g Rapsolie. 1/2 portion ~ 273g","bread, white, rolls, coarse grain, added fat",1.1,64,71,45,"3","1",NA,"Based on mean of Whole-meal (whole-wheat) wheat-flour bread. Mean of 13 studies with whole-meal flour.","DANISH"
9440,"N/A","MAIZENA. Grovboller. til opskrift","bread, white rolls, coarse grain",1.1,70,71,50,"3","1",NA,"Based on mean of Whole-meal (whole-wheat) wheat-flour bread. Mean of 13 studies with whole-meal flour.","DANISH"
9441,"N/A","Blommer. L<f8>sv<e6>gt","plums",17.1,8.6,39,3,"2","1",NA,"Plum, raw, NS. Mean of two studies.","DANISH"
9444,"N/A","Knorr Koppen. Marokkansk Karry. 3 breve","Curry soup, powder",32.4,54,70,38,"5","",NA,"","DANISH"
9445,"N/A","Yoghurt m. frugt. 3.2% fedt. uspec. forbudt","yoghurt, with fruit, 3,2% fat",31.2,11.4,27,3,"3","1","2","Based on mean of yoghurt and fruit unspecified. Yoghurt: mean of two studies: Yoghurt, NS and probiotic drink, original.  Fruit unspecified: Mean of all types of fruit, raw. Mean of 51 studies: 6*apples, apricots, 10*banana,cherries, chico,custard apple,g","DANISH"
9446,"N/A","Sm<f8>r. Lurpak. forbudt","Butter ",12.1,0.6,70,0,"5","",NA,"","DANISH"
9447,"N/A","M<e6>lk. S<f8>dm<e6>lk. 3.5% fedt. forbudt","milk, 3,5 fat",29.2,4.4,34,1,"2","2",NA,"Milk, whole pasteurised, fresh, organic","DANISH"
9448,"N/A","M<e6>lk. Skummetm<e6>lk. 0.1 % fedt. forbudt","Milk, skimmed, 0,1%",29.1,4.7,48,2,"3","2",NA,"Based on milk, skimmed, pasteurised, British","DANISH"
9449,"N/A","M<e6>lk. Letm<e6>lk. 1.5 % fedt. forbudt","Milk, semiskimmed",29.1,4.9,34,2,"2","2",NA,"Milk, semi-skimmed, pasteurised, organic.","DANISH"
9451,"N/A","Saftevand light. konc. m. kunstig sukker. forbudt","Limonade, sugarfree",19.1,8.3,44,4,"3","1",NA,"Mean of unsweetened juices made from fruit: Mean of three apple juices, apple juice, pure, clear, unsweetened, apple juice, pure, cloudy, unsweetened, apple and cherry juice, pure, unsweetened, grapefruit juice, unsweetened, mean of two orange juices and ","DANISH"
9452,"N/A","Saftevand. konc. m. sukker. forbudt","limonade, concentrate, with sugar",19.2,42,66,28,"3","1",NA,"","DANISH"
9453,"N/A","Kage. Sm<e5>kage uspec. 7g/stk.. forbudt","sweet bisquit, cookies",5.2,60.4,64,39,"3","1",NA,"Based on shortbread cookies","DANISH"
9454,"N/A","Spiritus 22%. hedvin. forbudt","Liquir, 22%",23.1,0.5,70,0,"5","",NA,"","DANISH"
9455,"N/A","Banan. spiselig del 90g/stk. forbudt","banana",17.1,19.4,52,10,"2","1",NA,"Banana, raw. Mean of ten studies.","DANISH"
9456,"N/A","Valn<f8>dder.l<f8>s v<e6>gt. IHE","walnut",13.1,11.3,24,3,"3","2",NA,"Based on mixed nuts, roasted and salted","DANISH"
9457,"N/A","KRYTA. H<f8>rfr<f8>. l<f8>sv<e6>gt","Flax seeds",13.1,36.1,70,25,"5","",NA,"","DANISH"
9458,"N/A","ARLA. Cultura. Naturel. 500g","Yoghurt",31.2,3.4,35,1,"2","1","2","Mean of two studies: Yoghurt, NS and probiotic drink, original","DANISH"
9459,"N/A","ARLA.Yoggi. Peach Melba. 1.2%","yoghurt with fruit, 1% fat",31.1,11.4,53,6,"3","2",NA,"Yoghurt low fat, peach melba","DANISH"
9460,"N/A","Bouillon-terning. Fisk. IHE","Bouillon, fish, concentrated, cube",32.1,15.8,70,11,"5","",NA,"","DANISH"
9461,"N/A","Bouillon-terning. Gr<f8>ntsag. IHE","Bouillon, vegetable, concentrated, cube",32.1,15.8,70,11,"5","",NA,"","DANISH"
9462,"N/A","Bouillon-terning. Kylling. IHE","Bouillon, chicken, concentrated, cube",32.1,15.8,70,11,"5","",NA,"","DANISH"
9463,"N/A","Bouillon. oksek<f8>d. koncentreret. terning. IHE","Bouillon, beef, concentrated, cube",32.1,15.8,70,11,"5","",NA,"","DANISH"
9464,"N/A","ARLA. Cheasy 0.1 %. Light cheese in brine","Yoghurt with fruit, 0,1% fat",30.1,6,45,3,"4","",NA,"","DANISH"
9465,"N/A","KRYTA. Mynte. krydderi","Mint",32.1,41.7,70,29,"5","",NA,"","DANISH"
9466,"N/A","ARLA. Creme Fraiche 38 %. 150g","Creme fraiche 38%",29.3,2.7,34,1,"2","2",NA,"Milk, whole pasteurised, fresh, organic","DANISH"
9467,"N/A","ARLA. Creme Fraiche 18%. 150g","Creme fraiche 18%",29.3,3.6,34,1,"2","2",NA,"Milk, whole pasteurised, fresh, organic","DANISH"
9468,"N/A","ARLA. Cultura. 0.9%. Appelsin/grape","yoghurt with fruit, 1% fat",31.1,10.4,27,3,"3","2",NA,"Probiotic drinks. Mean of two: Probiotic drink, orange and Probiotic drink pink grapefruit. ","DANISH"
9469,"N/A","Arla. Cremefraiche. 18%. 500g","cream, cultured, 18% fat",29.3,3,34,1,"2","2",NA,"Milk, whole pasteurised, fresh, organic","DANISH"
9470,"N/A","S<f8>nderjysk k<e5>l. Spinat. helbladet. l<f8>sv<e6>gt","spinach,",15.1,0.9,45,0,"4","",NA,"","DANISH"
9472,"N/A","KRYTA. Kanel. l<f8>s v<e6>gt","Cinnamon",32.1,51.7,70,36,"5","",NA,"","DANISH"
9473,"N/A","KRYTA. Citronpeber. l<f8>s v<e6>gt","Herbs",32.1,51.7,70,36,"5","",NA,"","DANISH"
9474,"N/A","KRYTA. Spidskommen hel. l<f8>s v<e6>gt","Herbs",32.1,36.6,70,26,"5","",NA,"","DANISH"
9475,"N/A","KRYTA. Spidskommen st<f8>dt. l<f8>s v<e6>gt","Herbs",32.1,36.6,70,26,"5","",NA,"","DANISH"
9476,"N/A","KRYTA. Natron. l<f8>s v<e6>gt","Herbs",32.1,37.8,70,26,"5","",NA,"","DANISH"
9477,"N/A","KRYTA. Bagepulver. l<f8>s v<e6>gt","Herbs",32.1,37.8,70,26,"5","",NA,"","DANISH"
9478,"N/A","KRYTA. Laurb<e6>rblade. l<f8>s v<e6>gt","Herbs",32.1,41.7,70,29,"5","",NA,"","DANISH"
9479,"N/A","KRYTA. Herbes de Provence. l<f8>s v<e6>gt","Herbs",32.1,41.7,70,29,"5","",NA,"","DANISH"
9480,"N/A","KRYTA. Merian. l<f8>s v<e6>gt","Herbs",32.1,41.7,70,29,"5","",NA,"","DANISH"
9481,"N/A","KRYTA. Esdragon. l<f8>s v<e6>gt","Herbs",32.1,41.7,70,29,"5","",NA,"","DANISH"
9482,"N/A","KRYTA. Mynte. l<f8>s v<e6>gt","Herbs",32.1,41.7,70,29,"5","",NA,"","DANISH"
9483,"N/A","KRYTA. Korianderpulver. l<f8>s v<e6>gt","Herbs",32.1,25.8,70,18,"5","",NA,"","DANISH"
9484,"N/A","KRYTA. Vanillesukker. l<f8>s v<e6>gt","Herbs",32.1,99.9,68,68,"3","1",NA,"Sucrose. Mean of ten studies.","DANISH"
9485,"N/A","KRYTA. Cayennepeber. l<f8>s v<e6>gt","Herbs",32.1,51.7,70,36,"5","",NA,"","DANISH"
9486,"N/A","KRYTA. Karry ostindisk. l<f8>s v<e6>gt","Herbs",32.1,42.1,70,29,"5","",NA,"","DANISH"
9487,"N/A","KRYTA. Chili minced. l<f8>s v<e6>gt","Herbs",32.1,7.7,70,5,"5","",NA,"","DANISH"
9488,"N/A","KRYTA. Chili hel. l<f8>s v<e6>gt","Herbs",32.1,7.7,70,5,"5","",NA,"","DANISH"
9489,"N/A","KRYTA. Rosmarin. l<f8>s v<e6>gt","Herbs",32.1,41.7,70,29,"5","",NA,"","DANISH"
9490,"N/A","KRYTA. Oregano. l<f8>s v<e6>gt","Herbs",32.1,41.7,70,29,"5","",NA,"","DANISH"
9491,"N/A","KRYTA. Timian. l<f8>s v<e6>gt","Herbs",32.1,41.7,70,29,"5","",NA,"","DANISH"
9492,"N/A","KRYTA. Paprika rosen. l<f8>s v<e6>gt","Herbs",32.1,51.7,70,36,"5","",NA,"","DANISH"
9493,"N/A","KRYTA. Paprika edelsuss. l<f8>s v<e6>gt","Herbs",32.1,51.7,70,36,"5","",NA,"","DANISH"
9494,"N/A","KRYTA. Basilikum. l<f8>s v<e6>gt","Herbs",32.1,41.7,70,29,"5","",NA,"","DANISH"
9495,"N/A","KRYTA. Karry madras. l<f8>s v<e6>gt","Herbs",32.1,42.1,70,29,"5","",NA,"","DANISH"
9496,"N/A","KRYTA. Sort peber hel. l<f8>s v<e6>gt","Herbs",32.1,51.7,70,36,"5","",NA,"","DANISH"
9497,"N/A","Rasp. l<f8>sv<e6>gt IHE","Bread crums",1.2,70.3,73,51,"3","1",NA,"White wheat flour bread, hard, toasted","DANISH"
9498,"N/A","DANISCO. flormelis. kakao","sugar, sucrose, with cocoa",7.1,99.9,68,68,"3","1",NA,"Sucrose. Mean of ten studies.","DANISH"
9499,"N/A","DANISCO. flormelis. hvid","sugar, sucrose",7.1,99.9,68,68,"3","1",NA,"Sucrose. Mean of ten studies.","DANISH"
9500,"N/A","KRAFT. Miracoli. Spaghetti Carbonara","Spaghetti Carbonara",4.1,22.5,45,10,"4","",NA,"","DANISH"
9501,"N/A","KRAFT. Miracoli. lasagne","Lasagne",4.1,13,31,4,"2","2",NA,"Lasagne. Mean of five studies: Lasagne, beef, Lasagne, meat, 2*Lasagne and Lasagne vegetarian.","DANISH"
9502,"N/A","KRAFT. Miracoli. Spaghetti-ret","Macaroni dish",4.1,21.5,52,11,"3","1",NA,"Spaghetti bolognaise, homemade.","DANISH"
9503,"N/A","Linser. gr<f8>nne. l<f8>sv<e6>gt","Lentils, green, dry",14.1,57.1,30,17,"2","1",NA,"Lentils, green. Mean of three studies: 3*Lentils, green, dried, boiled.","DANISH"
9504,"N/A","B<f8>nner. brune. l<f8>sv<e6>gt","Beans, brown, dry",14.1,35.6,45,16,"2","1",NA,"Mean of three Kidney beans: 2*Kidney beans, dried, boiled and Kidney beans, dried, soaked 12 h, stored moist 24 h, steamed 1 h ","DANISH"
9505,"N/A","B<f8>nner. hvide. l<f8>sv<e6>gt","Beans, white, dry",14.1,45.1,13,6,"3","1",NA,"Based on kidney/white bean, soaked, boiled 17min.","DANISH"
9506,"N/A","Thise. Creme Fraiche. 18 %. <f8>kologisk","Creme fraiche 18%. Bio",29.3,3.7,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
9507,"N/A","Kokosm<e6>lk. Fed. IHE. 400 g","Coconut milk, fat",13.1,2.7,70,2,"5","",NA,"","DANISH"
9508,"N/A","Kokosm<e6>lk. Blue Dragon. light. 400g","Coconut milk, fat reduced",13.1,2.4,70,2,"5","",NA,"","DANISH"
9509,"N/A","URTEKRAM. Pasta. muslinger. <f8>kologiske fuldkornsmuslinger","Macaroni, dry",4.1,56.4,45,25,"4","",NA,"","DANISH"
9510,"N/A","URTEKRAM. Pasta. skruer. <f8>kologiske fuldkornsskruer","Macaroni, dry",4.1,56.4,45,25,"4","",NA,"","DANISH"
9513,"N/A","POLAR IS. Blinklys","Limonadeice",8.1,18.9,66,12,"2","",NA,"","DANISH"
9515,"N/A","Slik. Lakridspastil m. sukker. forbudt","Pastilles, sugar added, unspecified",8.1,84.9,78,66,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9516,"N/A","Blomk<e5>l. l<f8>sv<e6>gt","cauliflower",15.1,2.1,45,1,"4","",NA,"","DANISH"
9517,"N/A","Schulstad 15. Ciabattina. 54g/bolle. l<f8>sv<e6>gt","bread, white, rolls, italian style",1.1,47,67,31,"3","10",NA,"Italian bread. White wheat bread, very refined flour","DANISH"
9518,"N/A","Mel/kerner. Grahamsmel. fuldkornshvedemel. forbudt","Flour, wheat, whole grain",3.1,61.3,69,42,"2","1",NA,"Mean of two studies: Wheat and cracked wheat. Wheat is based on Wheat, type NS. Cracked wheat(bulgur) is based on mean of four studies: Bulgur boiled, bulgur boiled in 800ml water 20 min and 2*bulgur boiled 20min.","DANISH"
9519,"N/A","Egons Cakes. Kransekage. 23 g./stk","pastry, garland cake",5.2,61,63,38,"4","",NA,"","DANISH"
9520,"N/A","Soya sauce (Engelsk sauce). forbudt","Worchestershire sauce",32.4,8.2,70,6,"5","",NA,"","DANISH"
9521,"N/A","P<e6>re i pose. l<f8>sv<e6>gt","pear, raw",17.1,11.1,38,4,"2","1",NA,"Pear, raw. Mean of four: 2*pear, raw, NS, Pear, winter, nellis, raw and Pear, barlett, raw.","DANISH"
9522,"N/A","SVANS<f8>. spaghetti. hvid. l<f8>sv<e6>gt","Macaroni, raw",4.1,72.8,47,34,"3","1",NA,"Based on macaroni. Mean of two: Macaroni, plain, boiled 5 min and macaroni, plain, boiled.","DANISH"
9523,"N/A","SVANS<f8>. pasta. hvid. sl<f8>jfer","Macaroni, raw",4.1,72.8,45,33,"4","",NA,"","DANISH"
9524,"N/A","SVANS<f8>. pasta. hvid. penne/r<f8>r","Macaroni, raw",4.1,72.8,45,33,"4","",NA,"","DANISH"
9525,"N/A","SVANS<f8>. pasta. hvid. skruer","Macaroni, raw",4.1,72.8,45,33,"4","",NA,"","DANISH"
9527,"N/A","Br<f8>d. lyst. l<f8>sv<e6>gt. forbudt","Bread, white",1.1,48.1,78,38,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
9528,"N/A","Rugbr<f8>d. uspec. forbudt vare. l<f8>sv<e6>gt","Bread, rye, unspecified",1.2,38.5,89,34,"1","11",NA,"","DANISH"
9529,"N/A","EUROGRAN. Kartoffelmos 1 brev 110 g","Mashed potatoes powder",16.2,68,85,58,"4","",NA,"","DANISH"
9530,"N/A","Tholstrup. Tolko. Ananas/mandel. 20 g","Cheese",30.3,1.2,34,0,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9531,"N/A","ARLA. Ost. Ny Malthe. 26 %. mellemlagret. l<f8>svejes","Cheese, 26%",30.3,0.5,34,0,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9532,"N/A","Vindruer. gr<f8>nne el. r<f8>de. l<f8>sv<e6>gt","Grapes, green or red",17.1,13.3,53,7,"2","1",NA,"Based on grapes. Mean of three: 2*Grapes NS and Grapes, black, Waltham Cross","DANISH"
9533,"N/A","MALACO. Bolsjer. Kongen af Danmark. Evers","Sweets, boiled",8.1,97,78,76,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9534,"N/A","MALACO. Karamelstang. fl<f8>de","Toffee",8.1,66,78,51,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9535,"N/A","MALACO. Tyggegummi. Sorbits Spearmint. sukkerfri","Gum, sugarfree",8.1,70.9,70,50,"5","",NA,"","DANISH"
9536,"N/A","MALACO. Tyggegummi. Sorbits Active Mint. sukkerfri","Gum, sugarfree",8.1,70,70,49,"5","",NA,"","DANISH"
9537,"N/A","MALACO. Tyggegummi. Sorbits Peppermint. sukkerfri","Gum, sugarfree",8.1,69.9,70,49,"5","1",NA,"","DANISH"
9538,"N/A","Fitline. Yoghurt 1% fedt. m. jordb<e6>r. IHE","Yoghurt with strawberry, 1% fat",31.1,4.5,53,2,"3","2",NA,"Mean of two studies: 2*Yoghurt, low fat, strawberry","DANISH"
9539,"N/A","Fitline. Yoghurt 1% fedt m. fersken. IHE","Yoghurt with peach, 1% fat",31.1,4.5,53,2,"3","2",NA,"Yoghurt low fat, peach melba","DANISH"
9540,"N/A","MALACO. S<f8>t Sild. Vingummi","fruit grums",8.1,78.6,78,61,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9541,"N/A","MALACO. Djungelvr<e5>l. lakrids. 80g","liquorice",8.1,82,78,64,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9542,"N/A","MALACO. Lakridsmandler. bolsjer","Sweets, boiled",8.1,93,78,73,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9543,"N/A","MALACO. Salt Sild. lakrids. 80 g","liquorice",8.1,85,78,66,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9550,"N/A","Soya-olie.l<f8>sv<e6>gt. forbudt","Oil, soy",32.4,8.2,70,6,"5","",NA,"","DANISH"
9552,"N/A","Chokolade m<f8>rk. forbudt","Chocolate, dark",9.1,61.7,23,14,"2","5",NA,"Dove, dark chocolate","DANISH"
9554,"N/A","Toastbr<f8>d. l<f8>sv<e6>gt. forbudt","Whitebread, for toasting",1.1,48.1,78,38,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
9555,"N/A","P<e5>l<e6>g. K<f8>dp<f8>lse. forbudt","Pork, mettwurst ",24.3,4.5,70,3,"5","",NA,"","DANISH"
9556,"N/A","Fisk. Fiskefilet. paneret og stegt fed. forbudt","Fish, fillet, breaded and fried",27.4,17.8,38,7,"3","1",NA,"Based on fish fingers","DANISH"
9557,"N/A","Rugbr<f8>d. uspec. forbudt","Ryebread, unspecified",1.2,39.8,89,35,"1","11",NA,"","DANISH"
9558,"N/A","TOMS. Pingvinblanding","Sweets",8.1,84,78,66,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9559,"N/A","ESTRELLA. Chips. Tomato & Basil","potato crisps  ",32.2,53,54,29,"2","1",NA,"French fries, frozen, reheated in microvawe","DANISH"
9560,"N/A","ESTRELLA. Chips. Sour Cream & Onion 175 gram","potato crisps  ",32.2,53,54,29,"2","1",NA,"French fries, frozen, reheated in microvawe","DANISH"
9561,"N/A","THOLSTRUP. Pasta.frisk.pastella","Macaroni, fresh",4.1,53,45,24,"4","",NA,"","DANISH"
9562,"N/A","TULIP. R<f8>get Roulade. P<e5>l<e6>kker","Pork, rolled, smoked",24.3,1,70,1,"5","",NA,"","DANISH"
9563,"N/A","TULIP. R<f8>get Rulle<f8>lse. P<e5>l<e6>kker","Pork, rolled, smoked",24.3,1,70,1,"5","",NA,"","DANISH"
9564,"N/A","Sodavand med alkohol 5.6%. forbudt","Limonade with alcohol",23.1,9.9,70,7,"5","",NA,"","DANISH"
9566,"N/A","R<f8>dvin 10%. forbudt","Redwine, 10%",22.1,1.5,70,1,"5","",NA,"","DANISH"
9567,"N/A","<d8>l. st<e6>rk 7- %. forbudt","Beer, strong",21.1,4.6,70,3,"5","",NA,"","DANISH"
9568,"N/A","<d8>l. alm 4.6%. forbudt","Beer, standard",21.1,2.7,70,2,"5","",NA,"","DANISH"
